"","PC1.dn","PC2.dn","PC3.dn","PC4.dn","PC5.dn","PC6.dn","PC7.dn","PC8.dn","PC1.ds","PC2.ds","PC3.ds","PC4.ds","PC5.ds","PC6.ds","PC7.ds","PC8.ds","PC9.ds","PC10.ds","PC1.dnds","PC2.dnds","PC3.dnds","PC4.dnds","PC5.dnds","PC6.dnds","PC7.dnds","PC1.ran","PC2.ran","PC3.ran","PC4.ran","PC5.ran","PC6.ran","PC7.ran","PC8.ran","PC9.ran","PC10.ran","PC11.ran","PC12.ran","PC13.ran","PC14.ran","PC15.ran","PC16.ran"
"Opisthocomidae",-0.0433322170808996,0.0684781342614406,-0.0210714395210633,0.0393842957226425,-0.0544647238298119,0.0475862372881277,-0.0869742378565239,-0.0367192666829692,0.0344213317051285,-0.0369799274543555,0.0303177612038515,0.0119851375656576,-0.0462457778290022,-0.00718381356638613,-0.0450689133262589,0.000785617070440349,-0.0135430667728936,0.0143029793739603,-0.0582134863314131,-0.0968542630062895,-0.0119846463926109,-0.0501776754404219,0.159809001440817,0.027358748752116,-0.0149167850334905,-0.0563760959663506,-0.0155364639891202,0.0703866106699348,-0.00606267267642133,0.0113054624911499,0.00241386533135417,-0.00770302455332438,0.00741012958386826,-0.00575225762159552,0.00937765801474919,0.00356806173631674,-0.015880153693129,-0.0058867173309249,0.00533428102810956,-0.00220393834680119,-0.0038894993524389
"Heliornithidae",-0.0483129221155427,0.051890846302306,0.00614093152643511,0.0328525774441164,-0.047445761835017,-0.0308297212186694,-0.00947301832112887,0.0470011727779112,0.0303178108717126,-0.0333299407647073,0.0212552087982398,0.0184675408450845,-0.0159300040416993,-0.00086111273040791,-0.0167585969001042,-0.0130029019791762,-0.00623406610201367,0.000986428299217875,-0.0491402235002597,-0.0490097743438905,0.0248878943279639,-0.0225559018173307,-0.0223286808380103,0.0446670405836544,-0.00020604923149269,-0.0544166264051819,-0.0215836357011775,0.0566632692858964,0.00222180942759147,0.000854764902964235,0.013212433088867,0.0146740909072165,0.0113136388954298,0.00650933995931856,-0.00474849375312273,0.00541193034175601,0.00675850616577348,-0.0114487599812675,-0.000548056188608043,-0.00611862169968233,-0.01430805104287
"Rallidae",-0.0491951112529529,0.0517840480376965,0.0059153408751544,0.0179486838672021,-0.0451172793674616,-0.0256796721495547,-0.00404709816832292,0.0482067286985475,0.0303329420716034,-0.0358981363301907,0.0226782795186305,0.00924892804133937,-0.0150902071346042,-0.00195577673094787,-0.0203302678886524,-0.013317193212754,-0.00945216358910903,0.000974047065211833,-0.0536905223588244,-0.0498430233480117,0.0386851995147675,-0.0250114508120511,-0.0290945963820459,0.0430520442339847,0.00305440349542432,-0.0640540640703414,-0.0208773893401383,0.0801954377548632,0.0347261071522865,0.0122093543644469,0.0173867478439883,0.0217274039046813,0.0205623824197347,0.00139006513341439,-0.00381752836753762,0.0167142775307488,0.00509358537759195,-0.0101901028310901,0.00446388334094833,-0.00625632132561819,-0.0180169671363067
"Psophiidae",-0.0643832118360563,0.075957614478733,0.029143613471987,0.0116945700255787,0.00224354978940862,0.0210787323157453,-0.0119684172256664,0.027078346206469,0.0359545396952995,-0.056443957027717,0.0316544013595181,-0.0178100367693762,-0.0167885963199881,-0.00386320394696116,-0.0275032455809758,1.94713654592396e-05,-0.0145850015470233,0.00937757679011323,-0.0643696614257743,-0.0660843732041457,0.0480647514271246,0.0259546341145287,0.00540237274033696,-0.0234346930590537,-0.00674044465189276,-0.0637804284356639,-0.0218421073753761,0.077394808081253,-0.0120521921135973,0.00474471494990833,0.0187234988951673,-0.0144189989214991,0.029969600329659,0.00297605372914236,-0.0146152471815872,0.00490691195821891,-0.00907527821200974,0.01173819201343,-0.00426476652486534,0.00318599130925249,-0.00121988827158284
"Aramidae",-0.0517276331092383,0.0651264353087115,0.106311052630942,-0.0947049274052453,0.0472660800525723,-0.0291881035002654,0.0939011885663779,0.0161575120653787,0.0331605272114312,-0.0571939474233246,0.0251522829529855,-0.025016302686275,-0.0159774626628731,-0.00739209139623475,-0.0342110262753341,-0.00365606594831379,-0.00773833629035412,0.00923335513126146,-0.0562860919952234,-0.0658196541206201,0.107106224426661,6.55481925376524e-05,-0.11931445055318,-0.090346526233648,0.00554951073980074,-0.0763820899740739,-0.0272807933796762,0.0851750236455915,-0.0299775805512368,0.0260137515666156,0.00791416340625365,-0.0406176585560842,0.0368909631888395,-0.0238495054061113,-0.0306928352476957,0.018384467189221,0.00139115804522631,0.0214902292316011,-0.024564438981884,-0.0127669971252422,0.00722951118550679
"Gruidae",-0.0508232405394691,0.067646455725043,0.113852231060285,-0.0997300638222215,0.0552850829651553,-0.0232389459131785,0.085987058403815,0.0204462112606112,0.0370447835861248,-0.0550086314255958,0.0336020099853476,-0.0238928150054572,-0.0106370038825426,-0.00709866423084898,-0.0235706359808335,-0.00287235351523916,-0.0228008882678663,0.0204737247288394,-0.0553156010325473,-0.0693908635411152,0.11253559191351,0.0225459325463572,-0.113545600832903,-0.101832189685683,0.00243392967311379,-0.0299325127842173,-0.0112323749074885,0.0282045065864149,-0.0140598223582329,0.00937357412194961,0.00438686666557385,-0.0180565554058987,0.0143448223396058,-0.0124642588409124,-0.0118565180356588,0.00132538151717168,-0.00233484214707246,0.0137052821122606,-0.00433189969086483,-0.00126971296765287,0.00527136311171279
"Burhinidae",-0.0579982356533289,0.0801758178520157,0.0412452625022779,-0.00332968000927102,0.0131654135511671,0.0279249016650217,-0.00167735718081628,-0.0190987128152675,0.0484649579980091,-0.0498300209377862,0.0359768224566372,-0.00475142579399841,-0.0307761593483606,0.00783978743058166,-0.0269696017109321,-0.0031609695133073,-0.0101142747365277,0.0141980342180326,-0.0575796979998589,-0.07669713974003,0.0436224198777434,0.0256780197754957,0.0179574055223053,-0.0365574985184545,0.00403739593673474,-0.0674462900883932,-0.019218318531742,0.0580944095275168,-0.0394151431549704,0.00125425561425058,0.00390015810961395,-0.052508819594445,0.0334428352475601,-0.00254791392438629,-0.0174768152456527,0.00695361010981959,-0.0152104681096953,0.0174122850141308,-0.0096328421176749,0.0130150737661546,0.0265600238046395
"Chionidae",-0.0595798989754201,0.0792124801223301,0.0434438256745913,-0.00223564664268162,0.0100914689512775,0.0283473872269688,-0.00139059063644624,-0.0225557782486852,0.0357827367303194,-0.0543793877636546,0.0325324157594544,-0.0192238780834392,-0.0125932292375493,0.000273210160994827,-0.0219248375953781,-0.00289738647101527,-0.0141511504956892,-7.18090929815849e-05,-0.0618276193756641,-0.0744248858623859,0.0561821438016464,0.0173776734698641,0.0259911384154102,-0.0301811805845891,0.0112279541533317,-0.0660020031679424,-0.0244955070349725,0.0805186822740141,-0.00265342338323884,0.000946338037756279,0.00770384932292329,-0.0201163823598026,0.0290030344164005,0.0412347044593396,-0.0168063285041369,0.00237873988636746,-0.00396271173247283,0.0181933470376306,-0.00545460231765614,0.00792984385634141,0.0210430175673766
"Charadriidae",-0.0714241310466422,0.085046201545659,0.101883419800486,-0.0629060490055776,0.0926573516659422,0.100837758690286,0.0475985817271004,-0.107921865529252,0.0454602197168425,-0.0724047407540573,0.0298267711598834,-0.0340257692063786,0.0014357312686144,0.00288626970860023,-0.0245322660367634,0.00458604344838271,-0.00891414167994829,0.0100176269015319,-0.0659198981770085,-0.0660882984597206,0.080764765715502,0.0878603705897094,0.0509582270723171,-0.0994321475675375,0.0224675861804803,-0.0328850116882203,-0.0138268594611671,0.0320156214160057,-0.00464660023695236,0.00762863663400128,0.00577792218655533,-0.0257772723813601,0.0144006775909989,0.00972686908589105,-0.00175779095715494,-0.00179018338020549,-0.000416065838151175,0.012678811270997,-0.00606398902893847,0.00452528514740283,0.0104163516461619
"Recurvirostridae",-0.0468704135364833,0.0643543544948532,0.119384405696539,-0.122219063856021,0.0743701983373342,0.0710472476138216,0.0607386379380759,-0.144847806597981,0.040337496231229,-0.0681923026604498,0.0424462510889302,-0.0373838698412721,-0.0191292826807939,-0.00354199405110587,-0.0316805475918756,0.00686148874919861,-0.0117062947657,0.00275971496753128,-0.0530176271178204,-0.0631711040641746,0.115834131984706,0.0280572718208147,0.0605309774906872,-0.121674256395932,0.00920600257833426,-0.0559428713526894,-0.0162471582346996,0.0539448394559248,-0.0275527677499099,-0.00752473803245479,0.00520096765454877,-0.0497828679384954,0.0359098341712297,0.0079814875234257,-0.020163063972289,-0.00106368163115927,-0.00754068214698602,0.0259345539961074,-0.00623306684898792,-0.000623311622299683,0.0221328726661718
"Haematopodidae",-0.0477513021152116,0.0676762670470533,0.119057597183787,-0.0879335899659053,0.055169482121108,0.0598759409564431,0.0434436450505477,-0.0949362236708811,0.0393855089568973,-0.0549253851980446,0.0265026038200124,-0.0252084797816924,-0.0195296314334974,0.00284378517621662,-0.0422891423462154,-0.000244447020944426,-0.0139599453390648,0.00972214412074979,-0.0599252085050367,-0.0739030781399551,0.101917089601864,0.0265913226372619,0.090138960595411,-0.11891346688112,0.0101552988438762,-0.0756802787465877,-0.0243149592844484,0.0654624002150537,-0.0541198227634691,-0.00588303668328333,-0.00170114326616502,-0.0760218794422343,0.0393816304240457,0.0107621139527027,-0.0214369359130368,-0.0012387201445669,-0.0208764507057013,0.0454850115141963,-0.0167629223252902,0.0256117981857749,0.0521920930065263
"Scolopacidae",-0.0682874924892524,0.0658841166143419,-0.00781617687236516,0.0425920825272265,0.0395910322446199,0.076704226811083,0.0229486503898431,-0.00599297422679768,0.0480660562810037,-0.0605711808018328,0.0517386260406648,-0.00423527139367149,0.00986821071935277,0.0161618806194873,-0.0278689578207495,0.00357841299720041,-0.00109290923259597,0.00625824705256681,-0.0639417556860544,-0.0533900089138108,0.0130822827930098,0.0761761141020774,0.0318015945475602,-0.0244483052178527,0.0402738409571813,-0.030726676704698,-0.0124913649667189,0.0370381183488603,-0.00475688445549891,-0.000185655647029494,0.0104643476083245,-0.00225763996867466,0.00981336823059835,0.0358792289031443,-0.00511465250004769,-0.00369360411714419,0.00459318725743035,0.00527639876249245,-0.00568892673069096,0.0199990066390767,-0.00701551810124633
"Pedionomidae",-0.0538379864995702,0.066624688153099,0.0423355535015896,0.0158316967174085,-0.0289942641727141,0.040009651550522,-0.0502559411660891,-0.0473051010136833,0.031223439803189,-0.0319592184086375,0.0264027360120611,0.0126253097938283,-0.0221268408097359,-0.0031841206221958,-0.0224875334219615,-0.00502797891616346,-0.00752027485724586,0.00744779242399368,-0.0551632997704215,-0.0646217211504826,0.0595504291250919,-0.00643452451932555,0.0867501527169037,0.00831187811050663,-0.00271003931042761,-0.060114751890807,-0.0176341832528882,0.0572872904104231,-0.00401058292602254,-0.0372621985016419,0.0325087206688845,0.0107166232142185,0.0374134412872054,0.102407755524946,-0.0116238655518973,-0.0304803216024284,0.0288507005991423,0.0229078498505766,-0.025878834303442,0.0481800889637528,-0.00975636192602759
