"","dn","ds","dnds","ran","PC1.dn","PC2.dn","PC3.dn","PC4.dn","PC5.dn","PC6.dn","PC7.dn","PC8.dn","PC1.ds","PC2.ds","PC3.ds","PC4.ds","PC5.ds","PC6.ds","PC7.ds","PC8.ds","PC9.ds","PC10.ds","PC1.dnds","PC2.dnds","PC3.dnds","PC4.dnds","PC5.dnds","PC6.dnds","PC7.dnds","PC1.ran","PC2.ran","PC3.ran","PC4.ran","PC5.ran","PC6.ran","PC7.ran","PC8.ran","PC9.ran","PC10.ran","PC11.ran","PC12.ran","PC13.ran","PC14.ran","PC15.ran","PC16.ran","mean.Beak.Length_Culmen","var.Beak.Length_Culmen","mean.Beak.Length_Nares","var.Beak.Length_Nares","mean.Beak.Width","var.Beak.Width","mean.Beak.Depth","var.Beak.Depth","mean.Tarsus.Length","var.Tarsus.Length","mean.Wing.Length","var.Wing.Length","mean.Kipps.Distance","var.Kipps.Distance","mean.Secondary1","var.Secondary1","mean.Hand.Wing.Index","var.Hand.Wing.Index","mean.Tail.Length","var.Tail.Length","mean.Mass","var.Mass","mean.Habitat.Density","var.Habitat.Density","mean.Migration","var.Migration","mode.Habitat","mode.Trophic.Level","mode.Trophic.Niche","mode.Primary.Lifestyle","mean.Brain.Mass..g.","var.Brain.Mass..g.","mean.clutch.size","var.clutch.size","mean.Maximum.longevity","var.Maximum.longevity","mean.GenLength","var.GenLength","mean.Min.Latitude","var.Min.Latitude","mean.Max.Latitude","var.Max.Latitude","mean.Centroid.Latitude","var.Centroid.Latitude","mean.Centroid.Longitude","var.Centroid.Longitude","mean.Range.Size","var.Range.Size","mean.Annualtemp","var.Annualtemp","mean.AnnualPrecipitation","var.AnnualPrecipitation","mean.Abundance.estimate.1.1.matched","var.Abundance.estimate.1.1.matched"
"Melanocharitidae",0.000126967938700922,0.0018303141709619,0.00242412095802377,0.00148263182279494,-0.0732174896153288,-0.0528546053436442,-0.0220288970577761,0.00785806534362564,0.00340645435572876,0.024510514916775,-0.0380024133265624,0.046632051353469,0.0575760629329594,-0.0797964501517366,-0.0562163767010759,0.0113152115324228,0.0189124079988341,-0.0353495717075665,0.0380788354962834,0.0213766843014555,-0.00698361410304755,0.0220794097382836,-0.0659046164406536,0.0572510975586798,-0.0224464343602541,0.00710302066782963,0.0103238195608227,-0.0313903048760553,-0.0183582100414292,-0.0748604337776087,-0.0193455246969651,-0.0729877177910888,0.0216963757258346,0.0270000543032958,-0.00609990571611651,-0.0262382754782624,0.00413298249566286,-0.00940716059993783,0.0176272526878057,0.0196106716528924,-0.00620334712814236,0.00346066666323652,-0.00965173487254451,0.00865230932352066,0.00480253740325504,17.5,47.17777778,10.62,30.63733333,3.63,0.200111111,3.86,0.420444444,17.41,6.425444444,62.86,50.81155556,11.11,7.836555556,51.62,21.88177778,17.44,8.567111111,45.34,202.5071111,12.8,12.57555556,1.2,0.177777778,1,0,"Forest","Omnivore","Frugivore","Insessorial",0.55364,0.007742428,1.166666667,0.083333333,8.559821196,0.932560239,2.646055376,0.094581806,-10.206,0.356826667,-1.249,3.203054444,-5.465,0.420472222,142.12,2.395644444,271798.008,48650502637,22.51741392,8.186705424,3198.216743,78117.49317,127647.8,7697599936
"Callaeidae",0.000147241526624921,0.00195541648252922,0.00296709979090587,0.00156339272541469,-0.0576868698225172,-0.0341440585363329,0.0307420408343892,-0.0178027752046592,-0.0605807061005531,-0.0208551779746979,-0.0441751146724315,-0.0229910089647272,0.0352061258576386,-0.049518131138555,-0.0214951971669497,0.00376950935945693,0.0120315205494195,-0.0132397063741844,0.0116838011690621,0.00131012479877108,0.00163916327199744,0.00407612451918404,-0.0590846238439793,0.0429756017118212,0.0466139496856274,-0.0714859545437556,0.0269724864078947,0.0118681068967181,-0.0162200814798453,-0.0301434814047697,-0.00748889457316354,-0.0249643961343852,-0.00466720508861179,0.00792331008526126,0.00299603949994651,-0.00274460869192306,-0.00318984862567504,0.0058313317888384,0.00475974007151017,0.00464231148463477,-7.98560028830737e-05,0.00542670266152577,0.00130670649274168,-0.0021528846462164,0.00439155879139265,35.45,17.405,20.25,47.045,7.75,9.245,10.75,12.005,55.45,244.205,132.5,1300.5,14.65,22.445,117.85,981.245,10.95,0.245,132.75,2016.125,150.05,11355.245,1,0,1,0,"Forest","Carnivore","Invertivore","Generalist",NA,NA,2.5,0,23,8,4.250863389,0.161637844,-44.055,20.03445,-35.495,0.31205,-38.44,0.2888,174.94,0.8978,2252.89,9275727.49,12.40693573,0.065395086,1684.525435,14989.07297,6098,NA
"Notiomystidae",0.000223636948052937,0.0029856912245535,0.00288154129874659,0.00200480411145363,-0.05582517893613,-0.0345559365493437,0.0101435342901661,-0.00533205416445713,-0.0759317312816845,-0.0169500514240728,-0.0414522193362666,-0.0148329480004534,0.0373431774343191,-0.0349321382812871,-0.052763677739898,0.0115573953253912,0.00180340231087173,0.000258439029143504,-0.0183781116765956,-0.000926009692953621,0.0101480101343637,0.00302141802576561,-0.0578010679728469,0.0454423321251255,0.0387002384701059,-0.0748490046845032,0.0392870595991532,0.0227204446396654,0.00249911314708152,-0.0789231293009055,-0.0314921154101329,-0.067460651138099,0.0504621017877383,0.0461609973780887,0.00610411162392078,0.00901923981510614,0.013357832407815,-0.000962583226720259,-0.00242465426140131,0.0153684477596329,-0.00862522379217997,0.00914533646264152,-0.00951982666869089,0.00250724882378557,-0.00308181244935085,20.1,NA,9,NA,3.5,NA,3.9,NA,27.6,NA,104.3,NA,25.8,NA,76.4,NA,25.2,NA,78,NA,93.4,NA,1,NA,1,NA,"Forest","Omnivore","Omnivore","Insessorial",NA,NA,4,NA,13.21921898,NA,3.268463987,NA,-41.32,NA,-36.17,NA,-39.19,NA,175,NA,100.83,NA,13.7,NA,1672.444444,NA,12,NA
"Petroicidae",0.000202348382915477,0.00279862739077531,0.00267450960773001,0.00193957054075537,-0.053942419985359,-0.0359351990826915,0.00257173646324504,0.000799297351603574,-0.0556825276363058,-0.0434713495545957,0.000440016167530227,0.0122943607465257,0.0409597695493557,-0.0310051372449793,-0.0511149927203384,0.027472117282984,-0.00188272498533497,-0.00407245442018271,-0.0122963053995572,-0.000330755165838193,0.00606465784091994,0.0106111377990978,-0.0585591103844244,0.0445859036611194,0.00872321449835543,-0.0689636491209049,-0.0342097383062384,0.0330316889425228,-0.000558770413559063,-0.0659364343908571,-0.0209772667860489,-0.0600209363467176,0.0526295510277285,0.0237191471274324,-0.00183994802622542,0.0211728380294637,0.00601027179525855,0.00921597702769844,0.00144767736327408,0.0083139611564143,0.00534356813870965,-0.00385404752030273,-0.00827433689256868,0.00622360545462739,-0.0105304953943009,15.57142857,9.940416667,8.716326531,3.653894558,4.151020408,0.670467687,4.165306122,1.006479592,22.87755102,57.40427721,82.79387755,128.6889201,17.95510204,16.59502551,65.11632653,114.6501446,21.75510204,18.47002551,61.14081633,146.4895493,22.04897959,121.5271344,1.448979592,0.335884354,1.224489796,0.302721088,"Forest","Carnivore","Invertivore","Insessorial",0.7643608,0.054223987,2.138888889,0.637301587,9.937676986,10.56518937,3.131563668,0.342041869,-22.82744681,220.6214194,-11.9687234,195.2272636,-17.53042553,210.1690607,135.7623404,2277.664736,489835.754,1.45e+12,18.98616952,26.96841736,2117.362452,1175033.875,558086.8205,8.78e+11
"Eupetidae",0.000197256862372355,0.00241831260893594,0.00308967526534286,0.00213265554226734,-0.0540160986573737,-0.0332608260951381,0.0135443243290481,0.0106216841076841,-0.0565688063843417,-0.0391890555624722,-0.000412558204169037,0.0261141729194902,0.0317572685079992,-0.046984313412461,-0.0351493168704369,-0.00682211855943271,0.0127637367984713,-0.000933070839247557,-0.000916219964521108,0.00510039162516332,0.012317696913573,-0.0158741837703799,-0.0526685431348262,0.0418723296662269,0.033066838206178,-0.0523988817385469,-0.025739647863188,0.0335032672122291,0.00344187993275482,-0.0261725798397255,-0.00946435505886276,-0.0281481236549982,-0.00415298306524864,0.0143605136686509,0.00107583651656242,0.000983696056971987,-0.00490946059920156,0.000110917136427442,0.00187107721353457,-0.00234156436374744,0.0013847122367275,0.00112147766630399,-0.00198932861986028,-0.002279441005048,-0.00273879578673936,31.625,40.8425,16.5,11.58666667,5.25,1.536666667,7.45,9.096666667,49.725,167.5891667,124.975,1413.895833,7.4,7.406666667,117.125,1517.7225,6.375,13.3225,132.775,1475.995833,135,7234,1.5,1,1,0,"Forest","Carnivore","Invertivore","Terrestrial",3.625,NA,2,0,12.09413137,1.070289822,4.592759607,0.417524849,-1.33,29.1292,8.613333333,2.913733333,3.186666667,9.952033333,37.72333333,3813.732033,624426.84,1.72e+11,25.38744268,1.008563114,2230.410873,256695.3809,65854.5,69066504.5
"Remizidae",0.000258495128378795,0.00343607597860781,0.00385516182313119,0.00279821258370129,-0.0578204157816398,-0.0463174458960111,0.0199376647871904,0.0144885882029623,-0.0564023064453255,-0.061893007806054,0.0868247834044868,0.0919061218445247,0.03680033735061,-0.0396021590379136,-0.0257020656083273,-0.0119099742665816,0.0169072014764604,-0.00450838336559546,0.0114807813953336,0.010541247655806,0.00949883349634517,0.00258798610324556,-0.0603767112543167,0.0610409627335524,0.0305390834066636,-0.0372905715085154,-0.134970843896236,0.0383306493723347,0.0788630870658296,-0.060769969982932,-0.0178776133655123,-0.0510026335970296,-0.0381763903531152,0.0285351220122079,-0.012093795330146,0.0255610383721948,-0.0174140522336858,0.015253750690897,0.00370502857401102,0.000114513846572152,0.000962524695408025,-0.0213590500882241,0.00584860709316665,-0.00875814915783231,-0.0135982134726912,9.61,0.792111111,7.09,0.194333333,2.88,0.061777778,3.64,0.089333333,13.06,1.069333333,52.55,7.436111111,9.16,5.482666667,43.44,1.998222222,17.26,12.88488889,36.73,90.48011111,7.4,2.142222222,2.3,0.455555556,1.6,0.933333333,"Shrubland","Omnivore","Invertivore","Insessorial",0.45584,NA,4.4625,2.396964286,6.717294975,0.687365391,2.000969586,0.071267858,1.965555556,568.1963778,21.05,518.033325,12.86555556,614.1245528,14.56,2433.648775,2348332.952,3.42e+12,21.32362524,43.15473867,740.8279181,242263.7585,1672636.444,4.03e+12
"Paridae",0.000197222640508291,0.00295758162522433,0.00336452977312657,0.00240116046708581,-0.0624576283605895,-0.0464901611500314,0.0323103804815414,-0.00570397472222386,-0.0501419102051708,-0.0634025066561362,0.0971466563829199,0.0696534412155409,0.0394730861747882,-0.0504700526821882,-0.0314520650506355,-0.00179519977742295,0.0231856440543194,-0.00784320772773254,0.00874449847622703,0.0128676878390653,0.00792278795724461,0.00102389015329826,-0.0603045140443916,0.0570864708083879,0.0479890322158261,-0.037534338792366,-0.114787206316689,0.0383869083574202,0.0726983486386216,-0.0310568724411911,-0.0120046300932727,-0.0247560933768862,-0.00794086161735828,0.0164514479592375,-0.00465169136564118,0.0129374460481871,-0.00346526166524443,0.00697943374505936,0.00153185862589127,0.00416789014389186,0.000175494119191179,-0.00567959514041096,0.00182306029788999,0.001561096449002,-0.00686250732000344,11.4059322,5.549490064,7.894915254,3.048077148,3.772881356,0.384079486,4.377118644,0.503648451,17.40508475,7.088766803,70.79915254,76.82211134,12.44745763,5.461502046,58.28389831,55.23995178,17.62457627,8.032704559,56.18644068,93.17705435,15.07542373,40.37925628,1.627118644,0.375803624,1.06779661,0.064289889,"Forest","Carnivore","Invertivore","Insessorial",0.829181769,0.016183904,5.695918367,3.362066327,9.46556896,5.77905483,2.431172519,0.097981345,13.49385965,421.2798848,33.56859649,585.350498,24.67666667,511.739319,34.26473684,6005.183268,3212969.35,3.39e+13,13.32726423,76.23570742,964.4922045,345002.3884,7277506.218,3.34e+14
"Alaudidae",0.000298388549297111,0.00461212834091647,0.00327095081978875,0.0026516722330644,-0.0473801296659736,-0.0435230183182105,-0.000160626569128486,0.00756010066212577,-0.0873262235689416,-0.0678521137053904,0.0763956821588823,0.0721785997464306,0.0321502878809323,-0.0139476742900544,-0.064456829382863,0.0379055146028393,0.00624616325487815,0.0244572838403173,-0.025107993638603,-0.0362572774831847,0.0219221786409349,0.00212008416008328,-0.0529664715552251,0.0581834111526774,0.0221064175616872,-0.0736350830317975,-0.108605078794705,0.0667835100384254,0.0883855022791973,-0.0534046533134411,-0.0172120680838542,-0.06032561735341,0.0457408180613213,0.0511757379099106,-0.00021679420194079,0.0677770271025155,-0.00835106867582696,0.0024902191304242,-0.00832400390016153,0.0151955315494507,0.00303800546168371,0.00394588521744136,0.021370358580512,-0.00139938792935662,-0.0145696975866302,15.96451613,15.14057504,10.35376344,6.102078074,4.6,0.43,5.596774194,1.455967742,22.56989247,15.0336489,90.09892473,216.4166293,22.4311828,98.23956054,67.61612903,69.42375877,24.19784946,50.2680388,57.79139785,131.4436209,30.03655914,148.6134315,2.741935484,0.237026648,1.47311828,0.425899953,"Grassland","Omnivore","Omnivore","Terrestrial",0.93372,0.049340509,2.929268293,0.637404396,9.367225911,1.659019816,2.838188975,0.13753834,-3.993214286,526.9162895,16.62952381,721.7352118,7.055238095,624.1820999,41.26440476,833.1213093,3486961.174,3.55e+13,19.63171224,47.15585953,569.3170756,162571.7766,11875414.51,7.5e+15
"Panuridae",0.000203808635925972,0.00308552377867389,0.00359873778701141,0.00234371036528407,-0.0512989258768057,-0.0410200396728108,0.0181566620518802,-0.00221170542179166,-0.0736005214679771,-0.0747955032131067,0.0754450179327395,0.0663637154623551,0.0271362165132931,-0.050973734960856,-0.0224888466366798,-0.0074203874027515,0.0259660001715826,-0.000264878417828805,0.00705323226220563,-0.00378175237791312,0.00272766857953031,-0.00770427176384016,-0.0519515648094044,0.0547937002540185,0.0442513181381187,-0.0581359821195903,-0.113217881748204,0.048762398086789,0.0789265051363714,-0.0596482858433698,-0.0214589658740663,-0.0615088823062563,-0.0286578673008904,0.0190400530288708,-0.0295874417679426,0.0585465210008025,-0.0123488331259399,0.0265594759714168,-0.016651821590476,0.00957584947134808,0.00171134326354087,-0.0140243854395561,0.00342452482048665,0.0104991686242534,-0.00762907924886553,9.2,NA,5.8,NA,3.3,NA,3.5,NA,19.5,NA,60,NA,13.3,NA,46.8,NA,22.1,NA,82.4,NA,13.8,NA,3,NA,2,NA,"Wetland","Omnivore","Invertivore","Insessorial",0.572,NA,5.9,NA,7.196907179,NA,2.142517011,NA,32.86,NA,65.29,NA,44.98,NA,78.52,NA,11689099.28,NA,5.007144696,NA,292.9291733,NA,6027889,NA
"Nicatoridae",0.000204503980051941,0.00266063053865899,0.00382972856658806,0.00222630202852123,-0.0616263394203051,-0.0519384042459375,-0.00938404471556456,-0.0114686389350383,-0.0627258021624577,-0.0737207905591305,0.0846411513991187,0.100492938744601,0.0378507741648713,-0.0594087110668343,-0.0318041586478842,-0.0075465143222416,0.0358903976133498,-0.000314642445682065,0.00732541770182235,0.0176146094589632,0.00715955040045251,-0.00816665422477079,-0.0678932108526966,0.0662747642444994,0.00710205217602559,-0.0556299818124285,-0.160598619749624,0.032035578136314,0.0750317072214981,-0.0828052080167486,-0.0289911135898947,-0.0922592361111376,0.00159728388959527,0.0755132391070203,-0.00487480604700797,0.0652578179048055,0.00199544667591234,0.0115537849663236,0.00285971992848293,0.0194373638807057,-0.00740774442877125,0.0113730608884666,0.016667461060112,-0.0269398983551089,0.00168028891085825,21.4,5.53,11.66666667,0.813333333,4,0.19,6.133333333,0.543333333,25.96666667,16.42333333,94.73333333,148.4933333,12.2,7.41,83.2,101.41,12.63333333,1.583333333,95.73333333,165.8533333,38.43333333,165.0833333,1,0,1,0,"Forest","Carnivore","Invertivore","Insessorial",1.32608,NA,1.933333333,0.363333333,9.459958211,0.818320804,3.517741336,0.18642252,-16.64,106.2097,7.44,34.0081,-5.126666667,79.07103333,22.12666667,111.0286333,2125499.19,2.62e+12,24.17215127,0.327383389,1391.535966,251335.432,1192881.667,3.82e+11
"Macrosphenidae",0.000221403369938118,0.00276088709629819,0.0040625935846773,0.00226203614279374,-0.0706713882113823,-0.0662390218484498,-0.0266561293267821,0.0534668823295687,-0.0323939817985912,0.0315467125026155,0.0234718698895755,0.0628187188194354,0.0479794354794806,-0.0650313730746058,-0.059772228456204,0.0128669765695178,0.0291468653771857,0.00684817258600307,0.0142364125354424,0.022738942042207,0.0259271637989531,0.00347903731710815,-0.0736078089424386,0.0813266690800828,-0.0294145224576102,0.0168497505730303,0.00545374031851902,0.0101921542856616,0.0704676338104491,-0.0824956091301793,-0.0204669009145034,-0.0885082077674229,0.00237217538630139,0.0786166508727833,-0.00631762609223223,0.0561580250895558,0.00499185708431095,0.0127733500767102,-0.00969426969747559,0.00951919985588071,0.00558372144880856,0.00298445211889829,0.0400767509431034,-0.0186534858438881,-0.00104784881824586,15.47777778,11.12300654,8.822222222,3.481830065,2.911111111,0.285751634,3.366666667,0.561176471,19.94444444,10.93202614,58.19444444,56.93584967,4.605555556,1.359379085,53.54444444,48.30379085,7.916666667,3.092058824,44.94444444,738.8284967,14.49444444,63.42761438,1.833333333,0.382352941,1,0,"Forest","Carnivore","Invertivore","Insessorial",NA,NA,2.083333333,0.174242424,7.79698763,0.871634544,2.889733334,0.161232415,-15.01666667,146.2719765,2.343888889,164.9505663,-6.172222222,152.7318889,22.67222222,154.6595477,1915857.103,4.71e+12,22.84071161,9.516423848,1072.648991,303824.0757,781615,5.96e+11
"Cisticolidae",0.000311542118154031,0.00441154582990166,0.0035851345839686,0.00299297976778352,-0.063319573143782,-0.0485825352780488,-0.031506337827726,0.043547067542416,-0.0688956492580666,0.0278171863878487,-0.0112486480287676,0.0361351973568066,0.0498407474830462,-0.032918606197527,-0.0730107879810507,0.0672159262499663,-0.00193879277653648,0.0332295229516552,-0.0114530360821498,-0.0439739212550766,0.0281778857082688,0.00321494969313331,-0.0793603400181724,0.0713431440016628,-0.00780980640843123,-0.0399815025201143,0.0645313061833197,0.0161008715119332,0.0408735634319145,-0.0645147955115264,-0.0219220364010862,-0.0588491077148096,0.0380666207818161,0.0465676347434795,-0.00553334489487634,0.0568545910080838,-0.0120036847276362,0.00676862194992431,-0.0127623356596883,0.0133288100014185,0.00161067218850182,-0.00447436284709745,0.00869074490830062,0.00129788138509514,0.0019160140419848,13.5676259,5.041915337,7.701438849,2.036954436,2.669784173,0.180674591,2.909352518,0.223317694,19.44244604,5.84188093,52.05611511,44.77146596,5.518705036,1.594864978,46.29496403,37.20613388,10.64532374,4.686554061,50.6647482,160.1291106,10.45251799,14.06178709,1.863309353,0.51016578,1.02173913,0.036020311,"Forest","Carnivore","Invertivore","Insessorial",0.4921,0.005999725,2.929411765,0.545859056,7.424694212,1.534647556,2.366104513,0.091280966,-11.49097744,233.4856846,7.623609023,215.3856172,-1.329473684,184.2280747,41.48706767,1168.076268,1912816.009,9.14e+12,22.62698941,9.253896755,1271.230797,422520.4399,1492355.35,1.01e+13
"Acrocephalidae",0.000201569031885481,0.00286360835442648,0.00386140669511455,0.00240599840682285,-0.0694734150921973,-0.0674404763715142,0.0255028717935201,0.0203722670081883,-0.0503274328290386,0.0135156336776971,0.0146483389582675,0.0456368862323326,0.044477446591907,-0.0622801590077629,-0.0444766289613072,0.00619197314606593,0.0200024541427204,0.000594408613230989,-0.000365156972882548,-3.41581775481767e-05,0.025555197726466,-0.0142177248067545,-0.0687327329494849,0.0864989685696245,0.0198860453601449,-0.0228703041096195,0.00268269495918445,-0.0181293209109069,0.0363123746737237,-0.0305338119411139,-0.0110576821113782,-0.0320589462897598,-0.00104069808050611,0.02729161167944,-0.00112014452200407,0.0205343584588039,-0.00594441609071402,0.00401648762574031,0.00502292910555969,0.00354958110262469,0.00238086001298437,3.39665846373575e-05,0.00803084571346792,-0.00443796220846961,-0.00174524096292826,19.13207547,30.01722061,10.84716981,11.21523222,3.883018868,0.495667634,3.643396226,0.647119013,24.14716981,12.05907837,70.78867925,149.5764078,13.81320755,23.36655298,56.88490566,92.39669086,19.33207547,25.95222061,65.17358491,144.0923657,18.47924528,84.5982148,2.283018868,0.47605225,1.943396226,0.977503628,"Wetland","Carnivore","Invertivore","Insessorial",0.663728,0.064938018,3.553846154,1.300984615,9.764955243,2.450366782,2.79752081,0.568655306,5.072692308,675.969722,22.63365385,1007.109431,14.96096154,823.5165775,17.19096154,8888.31373,2381569.373,1.15e+13,17.74333112,57.8452876,1073.932993,626378.1554,4617909.629,3.43e+13
"Locustellidae",0.000219223448926478,0.00326639568084285,0.00391371718697716,0.00255241151071543,-0.064713377005777,-0.0657316405484167,0.0382145247692101,0.00739233515895132,-0.0778004432750615,0.0042678489730392,0.0207292032533714,-2.45401041686772e-05,0.0440260769654672,-0.0398224867023989,-0.0484414634403695,0.027174053713217,0.00488556606917492,0.00903979011957287,-0.00538413769205046,-0.0181119605399463,0.0143232920050634,0.00248438434014017,-0.0636789464216028,0.0750014073998957,0.0515548006862087,-0.0420173846848163,0.0132369359750308,-0.00511840835400064,0.0490340848720125,-0.0714831971848525,-0.0230670443194394,-0.0704601718218825,0.025133127491456,0.0468904805756048,-0.0150969891547268,0.0585641281435392,0.00361662367449325,-0.000942225270399144,-0.0051139892449331,0.0204381572096574,-0.0081351909992777,-0.00268878734411793,0.0111213546350193,-0.00492083404397349,0.00732115050296606,15.82222222,10.36386243,8.784210526,3.798853383,3.088888889,0.393703704,3.614035088,0.541942356,23.2245614,24.36331454,64.33918129,185.700243,9.876023392,24.33038708,54.3877193,140.9953822,15.18011696,37.52062935,68.57836257,255.19121,21.36140351,202.5995551,2.140350877,0.622807018,1.614035088,0.705513784,"Shrubland","Carnivore","Invertivore","Generalist",0.82062,0.096264461,3.214285714,1.121848739,7.635072649,1.366673104,2.447612257,0.185034283,1.098,708.0176867,16.65781818,786.8038322,8.991636364,763.8228621,94.54381818,2331.37412,1465279.485,6.67e+12,17.25377532,53.62550792,1499.216353,687428.9165,1458384.78,9.99e+12
"Bernieridae",0.000277299247996262,0.00288747421969835,0.00569524115243911,0.00208554560489217,-0.0232641970950145,-0.0126952057451824,0.0161817357132959,-0.0194563950954582,-0.0836439479844276,-0.0703886011672016,-0.00435363202025247,-0.0134578914974331,0.0147535370835381,-0.0163562489976208,-0.0214300741275883,-0.000373746482968291,-0.00627259378782885,0.00377527312488668,-0.0127970179913446,-0.00997553975842972,-0.00117204404593719,-0.000758285878784403,-0.0228714087556443,0.015438792142563,0.0337456902468288,-0.0960663380266112,-0.0319389294982009,0.0560810319285697,0.00142774472177421,-0.066676968618542,-0.0158427651826562,-0.0624860293575709,-0.0113962878705781,0.0713035964758409,-0.0182624782051875,0.0555950840734432,-0.0209983533648543,0.00835641920707668,0.0101732216209024,0.0239613474354378,-0.00847926091618233,-0.0124958190761915,0.0189542238318256,0.00239264334706248,-0.0137636199078395,15.81818182,10.22363636,8.836363636,4.196545455,2.827272727,0.112181818,3.472727273,0.458181818,20.54545455,9.124727273,64.04545455,64.78472727,7.381818182,1.921636364,56.51818182,49.93763636,11.52727273,2.952181818,60.21818182,91.68363636,16.10909091,33.91690909,1.090909091,0.090909091,1,0,"Forest","Carnivore","Invertivore","Insessorial",NA,NA,2.75,0.375,7.820973051,0.25696858,2.553190926,0.054044421,-24.41363636,3.383945455,-14.60727273,12.46548182,-19.08636364,3.768845455,47.59727273,2.626801818,132585.2682,15587701123,21.37064181,2.594464791,1537.346032,217787.7562,242643.9,41421084903
"Donacobiidae",0.00031682318112917,0.00330580620047012,0.00594690359809348,0.00264442038638175,-0.0222252444987035,-0.0111435101037093,0.0168354905722455,-0.0132560180638934,-0.0782685526742164,-0.066395037168959,-0.00109173064831345,-0.00868452668883317,0.0110511034258379,-0.00931329740792436,-0.0185791272885812,0.00196388819661966,-0.000235314568585826,-0.00585979674791933,-0.00835234996701016,-0.0106385278947171,-0.00675093270586697,0.00409595337683609,-0.0235861272098687,0.0137200225032106,0.0307906631575159,-0.0957622202565826,-0.0292763438778121,0.0609976128568238,0.00281846303986758,-0.0638601156403233,-0.0183704401555524,-0.0569895060731226,0.00248416756575223,0.046595131252997,-0.00435848205673086,0.0593991744574985,-0.0199029131541103,0.00410874500520493,0.00179110588018432,0.0103880985945474,0.00933489297275476,-0.00753212862744582,0.0197095287996486,-0.0002531631184161,-0.0096647591763217,26.1,NA,14.9,NA,4.6,NA,5.3,NA,31.7,NA,81.1,NA,7.7,NA,72.5,NA,9.6,NA,98.5,NA,36.8,NA,3,NA,1,NA,"Wetland","Carnivore","Invertivore","Insessorial",1.1914,NA,2.4,NA,9.195224098,NA,3.292099882,NA,-28.73,NA,12.46,NA,-5.58,NA,-60.43,NA,8620634.56,NA,24.93561497,NA,1922.108577,NA,4429895,NA
"Hirundinidae",0.000230934253050702,0.00333491891676947,0.00374957242030967,0.00286335312151321,-0.0718314406742337,-0.0597822950866022,-0.0111796694719549,0.0600626532582679,-0.0275651032262941,0.0378392270138057,0.0263620702210892,0.0624980573721822,0.0481132291766369,-0.0578533404285433,-0.0427976847958702,0.0230896849637142,0.0240773462615595,-0.0059967285902276,0.009988471058275,0.0149173332203801,0.00813809248615974,0.00579828371151523,-0.0699923514846558,0.0711904112386189,-0.011564329021109,0.0225222346232295,0.00834371552806985,0.0109757553721001,0.0610811686444228,-0.0643976728862451,-0.0213189407988158,-0.0596538002094407,0.0118009645733632,0.0574612727043732,-0.00693914658605474,0.0467362998122186,-0.0132720897157329,0.00274123142570165,0.0110300451754067,0.0214020174570932,-0.000299500287314035,-0.0139044378184206,0.0181166369307483,-0.00347400055042656,-0.0118323307082218,11.04761905,5.229753299,5.422619048,1.915265347,3.875,0.752018072,2.85952381,0.520510614,11.67738095,3.457674986,110.0190476,211.9157774,56.96666667,86.63236948,53.05,42.53385542,51.61071429,9.558076592,61.80952381,281.5721974,19.32619048,108.8947275,2.595238095,0.460699943,1.963855422,0.669409345,"Grassland","Carnivore","Invertivore","Aerial",0.534397143,0.026991503,3.527777778,0.928794992,8.703530417,3.242689727,2.4411714,0.098792021,-11.96775,549.1634708,17.05125,583.4446845,3.76425,533.3443083,-4.473625,4683.433385,5604220.981,6.77e+13,20.55416115,33.47028469,1165.050888,323136.3473,25587217.89,1.61e+16
"Phylloscopidae",0.000244415638504141,0.00337230324692402,0.00433480323245364,0.0025606606167686,-0.0615096088578985,-0.0580305273030097,0.00608953717153529,0.0354835489973261,-0.0564862999318743,0.0208154881137388,0.0221711923660253,0.0155361009582986,0.0474943961414758,-0.046257669688059,-0.0512170554942528,0.0279785685913077,0.0131239541334254,0.0225051908813222,0.00189821738651785,-0.00342474791437663,0.0270685105116345,-0.0111893928201628,-0.0638329902700081,0.07422332500307,0.0108138005986315,-0.0221447284365113,0.0189696477539081,-0.00752535699891918,0.0535980943091847,-0.0317236452801657,-0.0117916271000244,-0.0270361851199928,0.013835849828045,0.0278875385409582,-0.00499346922148092,0.0230382502202362,-0.00521965607136407,0.000914443581522608,-0.00177053459300814,0.00274058907970931,7.25211900135248e-05,0.000131492062827222,0.00786511834738957,-0.00238391234798123,-0.00478276773359634,11.66558442,2.320938141,6.266233766,0.781476418,2.674675325,0.10530417,2.538961039,0.111619959,17.98571429,2.615451128,56.88831169,29.59946685,10.16038961,10.92804853,46.57142857,11.50548872,17.65844156,17.79167122,44.50909091,23.33978469,7.985714286,3.04387218,1.415584416,0.298701299,2.103896104,0.831168831,"Forest","Carnivore","Invertivore","Insessorial",0.3488,0.000475473,4.25,1.617068966,7.571359599,0.528277671,1.9781084,0.027034233,20.02428571,278.5718393,36.08828571,411.172339,29.04542857,346.6870136,89.07885714,1371.685955,1987750.83,1.34e+13,16.57451058,51.66632976,1367.815947,652661.1319,5306746.493,1.7e+14
