"","dn","ds","dnds","ran","PC1.dn","PC2.dn","PC3.dn","PC4.dn","PC5.dn","PC6.dn","PC7.dn","PC8.dn","PC1.ds","PC2.ds","PC3.ds","PC4.ds","PC5.ds","PC6.ds","PC7.ds","PC8.ds","PC9.ds","PC10.ds","PC1.dnds","PC2.dnds","PC3.dnds","PC4.dnds","PC5.dnds","PC6.dnds","PC7.dnds","PC1.ran","PC2.ran","PC3.ran","PC4.ran","PC5.ran","PC6.ran","PC7.ran","PC8.ran","PC9.ran","PC10.ran","PC11.ran","PC12.ran","PC13.ran","PC14.ran","PC15.ran","PC16.ran","mean.Beak.Length_Culmen","var.Beak.Length_Culmen","mean.Beak.Length_Nares","var.Beak.Length_Nares","mean.Beak.Width","var.Beak.Width","mean.Beak.Depth","var.Beak.Depth","mean.Tarsus.Length","var.Tarsus.Length","mean.Wing.Length","var.Wing.Length","mean.Kipps.Distance","var.Kipps.Distance","mean.Secondary1","var.Secondary1","mean.Hand.Wing.Index","var.Hand.Wing.Index","mean.Tail.Length","var.Tail.Length","mean.Mass","var.Mass","mean.Habitat.Density","var.Habitat.Density","mean.Migration","var.Migration","mode.Habitat","mode.Trophic.Level","mode.Trophic.Niche","mode.Primary.Lifestyle","mean.Brain.Mass..g.","var.Brain.Mass..g.","mean.clutch.size","var.clutch.size","mean.Maximum.longevity","var.Maximum.longevity","mean.GenLength","var.GenLength","mean.Min.Latitude","var.Min.Latitude","mean.Max.Latitude","var.Max.Latitude","mean.Centroid.Latitude","var.Centroid.Latitude","mean.Centroid.Longitude","var.Centroid.Longitude","mean.Range.Size","var.Range.Size","mean.Annualtemp","var.Annualtemp","mean.AnnualPrecipitation","var.AnnualPrecipitation","mean.Abundance.estimate.1.1.matched","var.Abundance.estimate.1.1.matched"
"Threskiornithidae",6.85677365722994e-05,0.000908760184411524,0.00117405759866642,0.000727096743793374,-0.0671130544720706,0.0871741508892263,0.0209525670752886,-0.0255959171334893,0.00285003995546446,0.0409936609992807,-0.0205058099131091,0.0201172388262094,0.0472567105411271,-0.0655936241057758,0.0475140197696243,-0.0178912466362141,-0.0191090349274252,0.00763513332184709,-0.0337171667092901,0.00062915016444712,-0.00364656536456075,0.00872071324179359,-0.0690382527285645,-0.07983914860617,0.0403007097901925,0.018719762730408,0.0132238732396651,-0.0784347575178851,-0.0111817017580728,-0.0653797451955627,-0.0200760898563561,0.0832531277242922,-0.0173824550271273,0.00500502066323957,0.00169373091542089,-0.00920781428568762,0.0215910880461515,-0.0153624424901523,-0.000163594133229807,0.0203791175553348,-0.00618856402964088,0.00179566693825924,0.0021902477682191,-0.00622448129277084,0.0254308678800323,148.8852941,885.2812923,126.0264706,651.0268538,16.00882353,30.42991979,18.32941176,11.56759358,87.11176471,487.2944029,347.0470588,3659.549234,122.0882353,771.7901604,226.0764706,1494.02549,34.92058824,17.94895722,144.3382353,1868.090312,1298.073529,338876.5384,2.647058824,0.417112299,1.558823529,0.375222816,"Wetland","Carnivore","Aquatic predator","Terrestrial",8.692518462,5.047040003,2.793103448,0.419950739,23.26460623,39.73706009,7.823457262,2.336448915,-18.33823529,600.7458332,14.79529412,463.7975651,-2.341176471,444.1325865,25.245,5644.319329,4175453.712,3.5e+13,21.53999157,21.65110422,1228.431741,366919.0978,5948478.452,7.46e+13
"Ardeidae",8.2569636380417e-05,0.00114862032018984,0.00115410591122567,0.000925968375470167,-0.0600506356085988,0.0893415132797641,0.0332914349907525,-0.0489493811686158,-0.027703005473495,-0.0291697925448831,0.0142170079222558,0.0337205043373548,0.0378729177987119,-0.0578673492613229,0.041564158673538,-0.0268174854242628,-0.0185756617206227,-0.00129630534406366,-0.0397310469115538,-0.00484081605652708,-0.00186696631497121,0.00844564513449492,-0.0640364856331273,-0.0845740643808929,0.071283429055979,-0.0305915869542184,-0.0628836306841892,-0.0308780441198962,0.0140003280559584,-0.0766159311360661,-0.0191335920466382,0.120753217155161,0.0333100015872344,0.0299560322075707,0.00562691767039205,-0.0186541105172702,0.0117907412017084,0.00652322776336701,0.00194047198908534,0.0123845617615727,-0.011631110934947,0.0185570746562556,-0.00396874354109035,-0.0146527674371904,0.0218355951880094,89.10806452,1085.409606,67.55967742,794.451954,11.71290323,29.51163406,15.81129032,35.80331306,91.01935484,1660.604865,277.8693548,9898.753636,86.07258065,1465.925957,190.4048387,4350.296534,30.76935484,29.98019302,102.333871,1586.134736,688.8822581,497560.9631,2.370967742,0.728979376,1.693548387,0.543892121,"Wetland","Carnivore","Aquatic predator","Terrestrial",4.994178467,4.61226751,3.740350877,0.836735589,17.77129525,34.8829371,5.225618381,2.426562958,-22.6316129,501.3904695,29.76032258,514.6063769,5.732096774,409.2460103,26.89677419,6559.130825,11706206.23,2.51e+14,20.96913864,19.86065075,1372.012339,288178.8817,10798653.43,5.9e+14
"Balaenicipitidae",0.000108875491146483,0.00117828043136777,0.00211328810757257,0.000769452675926909,-0.0397827057172025,0.066730890145923,0.0488571223598198,-0.0961831583799196,-0.0282350934335229,-0.0862930246476609,0.0649532491596992,0.0462084704530863,0.0314318727847046,-0.0459204936922184,0.0264371872187789,-0.030526374092405,-0.0254717425093407,-0.00745074513414668,-0.0263896638990676,0.00116454542488703,-0.00888839906960031,0.00579543763958274,-0.0372536144942967,-0.0592195689394322,0.0551939735579896,-0.0595906900269514,-0.12785656639691,-0.031082482343368,-0.00130597957150857,-0.0624520378149225,-0.01919617997331,0.0737862420426039,-0.00372714224282542,0.0135229703475283,0.00246943775495242,-0.0315995047588792,0.0197174678874038,-0.0288082409048749,-0.00940242375544518,0.00149170771520378,-0.0158049111548771,0.0122488718520991,0.000948745845217538,-0.00681053481405707,0.0280986976863015,202.7,NA,174,NA,88.9,NA,87.2,NA,243.8,NA,642.2,NA,233.8,NA,404,NA,36.7,NA,282.3,NA,5941,NA,3,NA,1,NA,"Wetland","Carnivore","Aquatic predator","Terrestrial",23.18568,NA,1.7,NA,35.85,NA,10.980509,NA,-12.61,NA,10.32,NA,-0.96,NA,31.36,NA,1281979.14,NA,23.70275314,NA,1031.52055,NA,150850,NA
"Pelecanidae",0.000128103438260337,0.00126880349467445,0.00245690121739169,0.000967695561936721,-0.0304382668816484,0.0625642467773504,0.0341134724143656,-0.0632427412220229,-0.0821743801715519,-0.0695400216724786,-0.0256826650811221,-0.0128801537838162,0.0192349323053227,-0.0263119106168471,0.0104241639007351,-0.0134323699997308,-0.0286599482159222,-0.00420405732432886,-0.0374152453509636,8.9345163351799e-05,-0.00810877716476483,0.00903024905597075,-0.0320889631493116,-0.0638120618880237,0.0554722075273355,-0.121073857263567,-0.0252866241061532,0.0203055166817747,-0.0236032870298542,-0.0646557056648807,-0.0199076652422401,0.074355311271632,-0.0303017461300362,0.0142521200871697,-0.00615279473603175,-0.019762889583913,0.0313632465900785,-0.0141936891058906,-0.00304908895210937,0.0238490733803284,-0.0344353247474351,0.0224032339342621,-0.0045344785925214,0.000713212957141236,0.0331485535242222,364.05,1455.6,332.175,1338.565,46.1875,33.07267857,45.3,12.28,104.4625,332.29125,593.9125,3422.249821,264.9375,600.97125,327.3375,1530.448393,44.8375,7.442678571,160.4875,453.9041071,5904.2625,5463558.063,3,0,1.375,0.267857143,"Wetland","Carnivore","Aquatic predator","Aquatic",24.255136,29.14439189,2.25,0.357142857,41.66854763,88.53450967,12.55939578,13.40299818,-12.11625,807.5512554,31.53625,716.7119411,14.73625,787.3229982,11.9775,8025.811136,3553074.061,2.09e+13,19.41388533,42.13870683,886.9140192,173273.4678,12874052,8.8e+13
"Scopidae",0.00012180177397647,0.00154839657174121,0.00195061021647599,0.00126685787860775,-0.0313701443650823,0.0630504580406281,0.0372533212021006,-0.0637737687191009,-0.0855171362238132,-0.07104344067758,-0.0251739991275413,-0.0130715287991237,0.0172833318054448,-0.0299132056581828,0.00606128500289071,-0.00968022157342971,-0.0226071873700421,-0.0105978091911603,-0.0281950894054476,-0.000114843457109645,-0.0131788268793741,0.01054141466192,-0.0322751657214742,-0.06381691526831,0.0642289911346946,-0.115504692242046,-0.0241469130142193,0.0205758771333035,-0.0207522400102613,-0.0607263990643628,-0.0219451003549391,0.0598239623298021,-0.0429512835343875,0.000145514693372432,0.00301775700234664,-0.0154655402514925,0.0334560921330512,-0.0167977286017612,-0.00672194974379288,0.00436654354445817,-0.0238195660443568,0.0143927448998375,-0.00358902492106015,0.00435371496272648,0.0243708591647688,84.5,NA,62.8,NA,13.4,NA,22.2,NA,65.6,NA,293.2,NA,108,NA,191,NA,36.1,NA,154.1,NA,472,NA,3,NA,2,NA,"Wetland","Carnivore","Omnivore","Terrestrial",4.403,NA,4.3,NA,14.27770182,NA,4.487670121,NA,-34.84,NA,20.89,NA,-2.88,NA,23.04,NA,19881333.45,NA,23.66847368,NA,955.5589765,NA,7409108,NA
"Fregatidae",7.12388680255973e-05,0.000906403853684152,0.00126207328485793,0.000621122198877285,-0.0533742513991437,0.0830920273990072,0.0512162314409801,-0.0797474135474222,-0.0112706813876925,-0.0572228083111388,0.0646449046885183,0.0923030166020414,0.0425814347580895,-0.0650057934028433,0.0412856172344123,-0.022025704986725,-0.0245747008778428,-0.00140880313355614,-0.0326718636703826,-0.00312854526492174,-0.0183439228778501,0.00635849304190467,-0.0518525742089673,-0.0750659879441749,0.061479083444531,-0.0239411309493271,-0.133095920656279,-0.0734948260782833,-0.000973527185124212,-0.060664060408177,-0.0212504658444763,0.0650590449638486,-0.0497642110101865,0.010906528342315,0.00153906091407681,-0.0332050640802494,0.0271920274544451,-0.0448280603035916,-0.0150510630753492,0.0132348703399505,-0.0172251996715738,0.00547544231803155,-0.0161426421060703,-0.00484996038070638,0.0356905264186212,110.42,228.952,91.76,108.703,23.98,5.702,20.72,4.897,23.48,37.912,582,2525.46,372.16,883.903,211.78,430.792,63.82,0.632,380.02,3739.382,1332.52,102431.172,3,0,3,0,"Marine","Carnivore","Aquatic predator","Aerial",9.404093333,0.034392266,1,0,30.15727021,51.93544192,13.39323543,4.497454116,-23.228,86.50977,15.158,379.55672,-7.318,28.74407,-6.742,6101.77762,19484730.56,1.77e+15,25.91209101,0.794000719,1716.881168,934938.0579,25426286.25,1.74e+14
"Sulidae",9.12487423224388e-05,0.00131910028755577,0.00164675777407438,0.000976268174757809,-0.0524076072787194,0.085412036569031,0.0663000173479691,-0.0760592172499694,-0.00266650836968213,-0.060116492321212,0.0785925363488019,0.0782005169182829,0.0417601867256081,-0.0641441951769417,0.0421172848026139,-0.0337095805976231,-0.0139846541014868,0.00167963282031233,-0.0303510130438431,-0.00473958149940585,-0.0327851391438501,0.00125051521742763,-0.0494317220290663,-0.0765212821823355,0.0751733740859722,-0.0113639508082805,-0.136060218577268,-0.0569872363373149,0.00582952576655481,-0.0625906384747242,-0.0204539798160089,0.0608988898418917,-0.0581894636669409,0.0030798915988413,0.00927695975301768,-0.0249118223108984,0.034912152174777,-0.0323229522149084,-0.00784719632343199,0.00715797610972791,-0.0225858638266194,0.0124552647339496,-0.0206073648285525,-0.00518847214758092,0.0290029715023054,96.37,112.6445556,90.86,35.54488889,23.96,4.596,31.23,11.589,50,77.25333333,420.42,1537.586222,252.97,933.2067778,167.61,198.0654444,60.03,9.642333333,191,312.5577778,1827.95,397799.7161,3,0,2,0,"Marine","Carnivore","Aquatic predator","Aerial",11.18977333,52.87859985,1.42,0.275111111,27.10286749,21.4706434,11.07141324,3.933202857,-24.131,340.6969433,16.026,960.37296,-3.822,596.7009511,-5.186,6519.559804,30434102.35,2.64e+15,21.57091986,39.1921029,1404.400895,252781.6669,62296251.4,8.4e+15
"Anhingidae",0.000101894880267881,0.00132883277631768,0.00202151148665921,0.000994716304052391,-0.0583115775490674,0.0883450515185187,0.0608665521530487,-0.0407215001391641,0.00561592959831357,0.0416218195318513,-0.00828390399840572,-0.0171492131297168,0.0414276424400309,-0.0588414323500883,0.0445324222122116,-0.0241271290393357,-0.00915743539623487,0.00929324568878361,-0.0316257760969787,-0.00330830347227228,-0.0188839629439239,-0.00105854246248361,-0.0568618972717811,-0.0828615773465924,0.0629134008443681,0.00892745626648488,0.0156940270319343,-0.0615645709334732,-0.00394517429800391,-0.0709646754848148,-0.0233171170398693,0.0829501646529493,-0.0327908437522807,-0.00114833357875835,0.0155995136264711,-0.0200521439177284,0.0468137248138436,-0.0226568526775864,-0.00183219166222534,0.0163066047469635,-0.0312005936424211,0.00777614470247841,-0.000385502069376312,-0.00991137403121479,0.0337086894599364,86.9,0.98,74.675,14.04916667,10.35,0.496666667,13.8,0.78,44.6,28.7,344.775,33.7625,128.1,1766.246667,217.175,1478.549167,37,141.8466667,241.675,393.9158333,1418.825,15018.5025,3,0,1.25,0.25,"Wetland","Carnivore","Aquatic predator","Aquatic",4.66208,0.007707853,3.95,0.01,17.70471996,0.967432642,6.68188679,0.093022174,-29.57,168.2649333,25.09,288.7408667,-3.7775,253.5773583,47.0575,7556.029892,11647280.92,3.23e+13,23.85869144,2.211751002,1294.048066,249664.5248,4075733.25,1.8e+12
"Phalacrocoracidae",0.00012383425319657,0.0015996257525544,0.00208752442269865,0.00134582502475949,-0.0565389500830297,0.0858348777811033,0.0702919410246741,-0.0175077893528711,0.00377926833312761,0.0305589289785105,-0.0112120089874475,0.00230594577776782,0.0357394255716231,-0.0530155628325295,0.033154063387371,-0.0229788337310764,-0.0109678530888522,0.00359259285580154,-0.0268150892192904,-0.00741087861668281,-0.00799529054597132,0.00905204543313914,-0.0619195332168065,-0.0851364644893027,0.0707366839437148,0.0209762205433069,0.0221482858692499,-0.0459680094019445,-0.00569350500502964,-0.0604721855696911,-0.0210379378715821,0.0635368938667636,-0.0299488736676315,-0.00137343173695944,0.00269052974638227,-0.0218157604665568,0.0296323464972332,-0.00980553275203116,-0.00250830894988296,0.022108744647572,-0.0142148804050224,0.00944989163019432,-0.013263866513566,-0.00221690734026939,0.0323901413939312,60.64388889,209.3863694,45.17833333,118.6403669,9.862222222,4.381895275,13.355,8.66818295,56.38277778,122.177902,257.9405556,1397.466163,91.5,359.5970115,166.0183333,465.9137615,35.295,13.2991408,127.5411111,552.4263359,1615.968889,487922.9106,3,0,1.366666667,0.240229885,"Marine","Carnivore","Aquatic predator","Aquatic",8.581796,7.932136363,3.231666667,0.588704023,19.8036019,19.75023418,7.112075686,1.90335984,-20.77714286,1226.936451,11.75035714,1574.686804,-3.641785714,1327.679697,20.20964286,8737.808678,3089464.799,3.89e+13,14.90886082,56.775624,921.7745256,244714.9497,8552667.37,1.08e+14
"Tytonidae",0.000103212283796498,0.00122648054606717,0.0014704670697311,0.00113701302376474,-0.0405213555759982,0.0672903731144804,0.0273235868740859,0.00256299877855611,-0.098315432460507,-0.0105060960117396,-0.113674201190193,-0.0846099645778815,0.0156900708027355,-0.0263848143856579,0.00829691623710135,0.00189745440357914,-0.0214646607634995,-0.00750070280023881,-0.0223818291053811,-0.000898038781767374,-0.0115375266165602,0.009515084592025,-0.0424733765520717,-0.0729637454298366,0.0488672689047323,-0.104161779336597,0.112717891376257,0.0573605741845169,-0.0444356718269178,-0.0603428880131837,-0.0260063203574087,0.0493374527968799,-0.0679728885077913,0.00250523204186407,0.00327164226486147,-0.00684042866469033,0.022598057269851,-0.0104364563173044,-0.00452269419304326,0.00697930223667372,-0.0140561543321493,0.008487704395202,-0.00365330188663543,0.00417642193184938,0.00869494457832884,35.94736842,12.29707602,18.75263158,7.775964912,9.689473684,2.322105263,15.55789474,4.282573099,61.45789474,124.2525731,265,1557.211111,90.52631579,1334.336491,173.6526316,276.0137427,33.04736842,97.40040936,116.1789474,194.1917544,477.9052632,22306.32164,1.894736842,0.65497076,1.105263158,0.099415205,"Forest","Carnivore","Vertivore","Generalist",8.706544,6.888728561,3.7,1.845,21.78777659,37.4772148,4.334021979,0.744704065,-18.13733333,382.7974352,7.497333333,417.368021,-3.612666667,148.8238781,88.21733333,4289.203478,5356715.715,2.59e+14,22.70926372,8.601869442,1956.032367,596960.1418,168710,79626138557
"Strigidae",7.99126613991967e-05,0.000988216961943797,0.00138694550301448,0.000853959379820042,-0.0435425373482006,0.0696848885196865,0.0253057343430336,-0.00966565116481201,-0.09145907013671,-0.0156398166793334,-0.122874095811739,-0.0940996033640242,0.019255340260094,-0.0300196565282117,0.00447226583472443,0.00249120424759068,-0.0225313556943879,-0.00863222474800618,-0.029360499283683,-0.0101528651413422,-0.00842471051362093,0.00871778071939397,-0.043453829242568,-0.0706752279254018,0.0502269997923734,-0.108997721634539,0.109443515585196,0.0505655160539434,-0.0545307329070284,-0.068191230171428,-0.0254670446284898,0.0570282626722972,-0.0663475758273255,-0.00380385142000595,0.00504570248690721,-0.00816888647495472,0.014125084664525,-0.000187411873338861,0.00207512777102242,0.00837920562245539,-0.0159842904934117,0.00550429264041511,-0.000538713383812283,-0.00511904424579426,0.00657255024980086,26.55388601,102.3424978,14.65647668,29.43642919,8.610362694,9.829787889,13.75336788,20.92833495,36.93678756,226.6339,206.6497409,8250.781784,58.14352332,1018.043721,147.8398964,3963.692306,27.21450777,32.57176759,111.8642487,2758.819496,358.1766839,280215.2342,1.393782383,0.354544473,1.165803109,0.232782815,"Forest","Carnivore","Invertivore","Insessorial",7.05117455,19.17901284,3.106666667,1.905435897,15.14926552,51.78983994,4.319428448,4.076209996,-4.2125,388.5680407,15.33592391,547.2002188,6.199021739,431.7746799,32.03059783,7498.649176,2975286.444,3.66e+13,20.68032867,47.4180424,1745.832716,662267.9981,688281.0544,4.22e+12
"Cathartidae",6.35759800597715e-05,0.000657107870827102,0.00144029745901071,0.000528234120046667,-0.0351707029099899,0.0603627326449139,0.0338961562360959,-0.0467570105384433,-0.0649790844686722,-0.0271087310656199,-0.0546694186079449,-0.0424187654267872,0.0212601331527386,-0.0399715948977418,0.00958971786951811,-0.00959169621744253,-0.0282153309981857,-0.00334032087989409,-0.0270588369507147,0.00160839824977833,-0.00306525093481817,0.004712063691764,-0.0359045480308899,-0.0596387881975406,0.0541295356999317,-0.0871668281114445,0.0319227517093606,0.00287409030165819,-0.0357481061977335,-0.0628181880722661,-0.0195869206732858,0.0621544745684146,-0.0454658361794776,0.01806079237371,0.0102291488983761,-0.0278409692216218,0.0164264588787249,-0.0288316590121978,-0.00460575077606371,0.0110503263917379,-0.018189216005035,0.0098263860862932,-0.0191503281667076,-0.0151393306736277,0.0185182495867545,67.38571429,416.9714286,41.6,305.3833333,20.35714286,70.66285714,23.52857143,86.75238095,82.2,921.1633333,570.5,23437.73333,182.3,13013.18667,386.4571429,2765.229524,29.82857143,141.2290476,267.3714286,4204.965714,4112.385714,16552032.13,3,0,1.428571429,0.285714286,"Human Modified","Scavenger","Scavenger","Terrestrial",20.583248,94.6494342,1.4,0.3,34.21212632,446.7450141,13.21206464,61.19485667,-30.90571429,946.3656619,28.45285714,272.5045238,-1.838571429,404.8814476,-73.09285714,426.3568905,11528321.68,1.04e+14,19.29410254,39.23236997,1408.489126,317525.7464,22006774.71,1.19e+15
"Sagittariidae",7.79094471258911e-05,0.0010043972532952,0.00134490622358788,0.000821727382851412,-0.0515893427585913,0.0766272538715803,0.0720778460839391,-0.0685365078600663,0.001653076410611,-0.0567379916007091,0.0932496040009207,0.090215507104152,0.0295074449159276,-0.0565638669930434,0.0263061197099191,-0.0314827715219352,-0.0128129367755438,-0.000414619048910385,-0.0293796438869671,-0.00126388324929033,-0.00939993494175428,0.0127893228160949,-0.0506728219316766,-0.0672320593740743,0.0737829599194328,-0.00909460194764854,-0.142733645478677,-0.0581424774839849,0.0270257154614057,-0.0626665375323761,-0.020682421928996,0.062078511509575,-0.0523772320555341,0.0149411559230203,-0.00180734259741439,-0.0324166965418759,0.0195055226412543,-0.0160918549756722,-0.0103129542497647,0.00368753702658539,-0.00177955268884414,0.0142680081277387,-0.00903959642456027,-0.0041329412811412,0.0145685095487754,59.4,NA,40.2,NA,19,NA,24.1,NA,269.9,NA,615.5,NA,250.2,NA,365.2,NA,40.6,NA,551.8,NA,4017,NA,3,NA,2,NA,"Grassland","Carnivore","Vertivore","Terrestrial",15.54,NA,2,NA,21.07519459,NA,9.453929854,NA,-34.84,NA,17.86,NA,-3.98,NA,23.61,NA,14023594.92,NA,23.29900576,NA,749.5502429,NA,596782,NA
"Pandionidae",0.000114706914532808,0.00141319804458813,0.00217361132311415,0.00107049524865359,-0.0439942792430521,0.071016791217531,0.0830611237378356,-0.0823210769648949,0.0144413544726983,-0.0594301007925626,0.122337446455906,0.0828970221887886,0.0332347393704244,-0.0510269947710863,0.0356299907094388,-0.0367923980560629,-0.0109469529676672,0.00971441301966373,-0.0224199716349091,-0.00901956531979626,-0.00749523861724505,0.0109983892056118,-0.0489389454333188,-0.0727130424475524,0.0908217072711028,-0.0073751221686096,-0.184293586142835,-0.0706855526203565,0.0415438093915578,-0.0642772192793687,-0.0208215366095988,0.0612952763075107,-0.0554031454956761,0.00937814693426661,-0.00241227212047916,-0.0237053571210721,0.0254106738699057,-0.0396043043763754,-0.0133167440616695,0.011006196959957,-0.0115834697092425,0.012345476240138,0.000161896089671912,-0.0114233794834296,0.0246178922306816,47,NA,27.7,NA,17.3,NA,19.6,NA,49.8,NA,468.4,NA,204.8,NA,253,NA,44.9,NA,201.3,NA,1483.2,NA,3,NA,3,NA,"Marine","Carnivore","Aquatic predator","Aerial",9.71768,NA,2.8,NA,32,NA,9.901877185,NA,-37.8,NA,70.69,NA,49.18,NA,25.45,NA,31298390.01,NA,12.19410208,NA,856.9878676,NA,2657166,NA
"Accipitridae",8.15587625232049e-05,0.00120902661138413,0.00180075625091239,0.000818484073719964,-0.0476709728845573,0.0716748130715167,0.089592520654929,-0.108512400398368,0.0308750215194093,-0.0676685794511228,0.142122103357406,0.0685682664851884,0.0343126771824854,-0.0532026962556786,0.038382550365465,-0.0368571449057202,-0.011999811461318,0.0074897009605739,-0.0279409207936005,0.00649995518976594,-0.0165625101730213,0.00238548430934339,-0.0483633922486901,-0.0672895429252147,0.0954982530626236,-0.00349705486928454,-0.193091705996173,-0.0854261086369154,0.0377640641733109,-0.0312661567345063,-0.0116059374281061,0.028527621363727,-0.031083065161367,0.00229646448210573,-0.00167549986218368,-0.0064357076225748,0.00814139667375624,-0.0103941120345555,-0.00357308402279986,0.00449984622447542,-0.000962450598247054,-0.00202483450603487,-0.00381982189805182,-0.00406900622247321,0.000495900066655722,39.24375,240.746488,24.01291667,114.5838074,12.785,17.05132218,18.42833333,49.48488424,72.09708333,513.0475647,365.3270833,17514.08834,131.3145833,3987.363343,234.2983333,6377.963261,34.9575,60.87266318,216.76,4315.379649,1267.401667,2809820.563,1.791666667,0.676080893,1.479166667,0.560233612,"Forest","Carnivore","Vertivore","Insessorial",9.909228979,34.38459644,2.152051282,0.932031853,19.73588398,62.24195822,7.404196337,9.504318083,-12.77550847,573.3606274,20.58487288,600.4084685,5.348940678,562.0910853,36.48949153,6254.101821,5660001.328,5.02e+13,20.5257357,42.6183231,1454.531915,689420.2096,2573314.805,5.04e+13
"Coliidae",0.000192774631415202,0.00246138701639974,0.00111438695530238,0.00201958555623083,-0.0488081647198713,0.0494009368850177,-0.0469609186081492,0.0649699813810881,-0.0164935337607741,0.0192054881529557,0.00362765406241268,0.0362897368675877,0.0504126963812805,-0.0413137265923497,0.0417082816893798,0.01220716754818,0.0128304604310346,0.0161785864472409,-0.00263702255277663,-0.00355744984636092,0.0195662985297595,-0.0106731596527014,-0.0810517697739888,-0.0681384839380355,-0.0578530111877793,0.0474023778370889,0.00571646047310591,0.0873958061076163,0.0921825465828311,-0.0449244021174326,-0.0136601235007854,0.0453435270673807,-0.00267631967681708,-0.00770489318162945,0.00970322381598414,0.0192664123824281,-0.011600636059408,0.00492865195376496,0.0119136527650443,0.00394414367847453,0.00315790714840819,-0.0145127396410957,-0.00152837756128191,-0.000461590808678893,-0.0115457855674334,14.4,1.388,9.75,0.579,7.4,0.572,7.883333333,0.681666667,20.9,2.324,91.56666667,14.93866667,25.8,5.276,65.8,15.844,28.23333333,6.550666667,212.65,116.231,47.18333333,60.06166667,2,0,1,0,"Shrubland","Herbivore","Frugivore","Insessorial",1.10852,0.00525915,2.85,0.075,11.14051308,0.281717651,2.956580229,0.095262211,-22.31833333,199.6331367,2.466666667,212.4788267,-8.911666667,186.0808967,26.245,77.00475,3288823.658,9.68e+12,22.53882865,9.857021311,671.5815522,89562.64079,4270840,1.47e+13
"Leptosomidae",0.000108981285978606,0.00140805595987147,0.00115567551120898,0.00110998653558803,-0.0436796715830913,0.0682201162861854,-0.0225261887712794,0.0122584778093467,-0.0787405852483049,-0.0205072015138116,-0.0817348703362071,-0.0320203721475236,0.0466181258110565,-0.0370457978573428,0.039484102230902,0.0567207295475977,-0.0608064603217293,-0.016730499912178,-0.0386784892887716,0.00271184645088638,-0.0148967882304418,0.0121070807454181,-0.0535445738015289,-0.0868420801739269,0.00509791278744188,-0.0984666868913933,0.0667422684990816,0.0545309264961056,-0.0424024947790784,-0.0571951581062321,-0.0200013598505317,0.051664942580111,-0.02489632250669,-0.0132482616669913,0.0120238218805503,-0.00117945386352082,-0.00241552906875739,0.016799232238237,-0.00284382595835251,0.00446124459373316,-0.00799921792016473,-0.00346094408073559,-0.00727928013252871,0.00186156618084031,-0.00872913440916832,46.8,NA,20.1,NA,10.2,NA,13.3,NA,29.6,NA,248.4,NA,67.4,NA,179.5,NA,27.3,NA,191.7,NA,255,NA,1,NA,1,NA,"Forest","Carnivore","Invertivore","Insessorial",NA,NA,4.5,NA,12.53916235,NA,4.14340783,NA,-25.61,NA,-11.36,NA,-19.36,NA,46.69,NA,592877.2,NA,22.87796057,NA,1381.901632,NA,552646,NA
"Trogonidae",0.000137463890466535,0.00213771569636769,0.000959379460415412,0.00169812238982981,-0.0624009899864998,0.0583706698762553,-0.0507491045465372,0.0716396245939338,0.0110435778931734,0.0359696699239781,0.0069506552560754,0.0271188448526234,0.0597969680598908,-0.0497125843816882,0.057599522410658,0.0433811884299433,0.00682278096354603,-0.0060029777087234,0.00352362062829578,0.00129879019418729,0.00480218135584344,-0.00676495780946866,-0.0907713846447282,-0.0785465424337177,-0.0634077901584784,0.0926262317108434,0.0135715671200265,0.0484729328331609,0.0598173603293593,-0.0514721861060213,-0.0197230074277423,0.0492335752738457,-0.000319597864247502,-0.0215258975336234,0.0100857069950309,0.0203546632570774,-0.00423138072349531,0.00709698999983948,-0.00131932123525991,0.00225373838323178,-0.00143761813485937,-0.0101893949630849,-0.0173255327572062,-0.00209329138158956,-0.00976887621001491,21.09318182,8.41134778,12.69545455,3.376257928,9.386363636,1.932367865,10.18636364,2.110972516,15.05909091,4.793171247,141.3340909,634.4269503,52.72272727,112.8910994,88.27954545,231.4751533,37.31590909,5.072531712,154.725,1125.904244,91.10681818,1544.809952,1.022727273,0.022727273,1,0,"Forest","Carnivore","Invertivore","Insessorial",1.737717333,0.113791864,2.416129032,0.234731183,11.87639737,1.926060419,3.919217384,0.143464851,-3.941860465,222.1116107,14.2144186,95.25196811,5.864883721,124.7107446,-19.48325581,6991.356627,1718304.359,7.52e+12,22.73734418,11.89833076,2109.455235,665031.2879,720113.4091,1.06e+12
